substance,block,coder,trip_id,trip_id_inferred,dose_raw,item_id,item_code,level_1,level_2,level_3,occurrence_count,excerpt_idx,excerpt,source_row
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,amnesia,Amnesia,Amnesia,,,2,0,I don't remember much of the next song. I'm not sure if this is possible with psylocibin but I felt like I was so high that I was blacking out of consciousness every few minutes.,1228
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,amnesia,Amnesia,Amnesia,,,2,1,That's means there are at least 11 minutes that I just don't remember.,1228
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,0,I'd been having fun moving my legs in rhythmic patterns.,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,1,This gave me a huge surge of confidence and put in a good mood to start off my trip.,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,2,But since my mood was still forceful and confrontational,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,3,I'd reassured myself that I could feel the playfulness and aggression that are so integral to sexuality,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,4,what followed was a very relaxing and rewarding experience,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,5,It brought a smile to my face.,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,7,6,It was uplifting,1233
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,0,The nausea was reaching a point where it was becoming physically painful,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,1,"Although this scared me at first,",1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,2,"It was painful, especially since my senses were heightened.",1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,3,I was afraid that I'd freeze if I stayed still too long.,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,4,So I headed to warmth and felt a twinging regret,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,5,I almost stopped the song because I was frustrated that it wasn't addressing my scenario specifically,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,6,"even though I was feeling pain, there were no tears in my eyes",1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,7,I felt ashamed and belittled that I didn't even have a place I could call my own,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,8,So I went inside very nervously,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,9,Now I was disgusted by myself and wondered how other people could stand to be around me without recoiling.,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,10,asked myself if I was happy with it. I wasn't.,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,11,I was afraid that I was going to fall unconscious into sleep in an effort to escape from the pain.,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,13,12,worried that my parents would see my leaning against the hallway wall to keep my balance,1234
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_practical,Insight | Practical,Insight,Practical,,1,0,The main idea that I'm going to take from this trip is that I need to leave my parents.,1243
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,0,The spectre of being lost simply could not compete with the potential I held inside me.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,1,Pain is my validation.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,2,experiencing so many spider motifs during my trip changed my opinion. They are beautiful because they produce such a strong response in us.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,3,I'm living my life seeking warmth and pretending I enjoy the cold.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,4,I'd get to picture myself in my mind as I wanted to be and not who I needed to be to get others to like me.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,5,"I am so much more than my body. There are ideas, actions, and ways of being that all belong to me and combine to create Zubair.",1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,6,I am nebulously defined,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,7,I wish this moment had lasted longer because it brought out a side of me I didn't know existed,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,8,shitting your bowels out is just as much a part of life as dancing in ecstasy.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,insight_existential,Insight | Existential,Insight,Existential,,10,9,I'm going to change it all to suit my liking for the brief time I spend here.,1244
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,1,0,"The familiar landmarks I was used to, such as the lake and the playground, were still there, but they were in the wrong places.",1249
psilocybin,11-20,Francesco,Psilocybe_18,False,2 g,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,1,0,everything took on an otherworldly glow,1250
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,0,"I check the lamp, still normal. I glance up at the roof where it splashes a small circle of light and see that it’s… turning? Yes, clockwise, then counter-clockwise, just a little.",1257
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,1,they’re much more pleased with my efforts to entertain the sixth,1257
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,3,2,"I exhale, exhausted, and the tendrils of light above me respond and ripple with the breath.",1257
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,tactile_hallucination_human,Tactile hallucination | Human,Tactile hallucination,Human,,1,0,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon",1333
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,0,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon",1360
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,1,0,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon",1362
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sensory_delight_auditory_other,Sensory delight | Auditory | Other,Sensory delight,Auditory,Other,1,0,"all the sounds coming out of my mouth, (now that I can remember having said them and know that I am a person.) are so fresh I want to speak in every tone I can.",1372
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sensory_delight_haptic,Sensory delight | Haptic,Sensory delight,Haptic,,2,0,Movement is becoming far more enjoyable. Touch has become my most influenced sense.,1373
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sensory_delight_haptic,Sensory delight | Haptic,Sensory delight,Haptic,,2,1,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon",1373
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,0,"At this point, my mind is accepting both imagination and sensory information as fact",1376
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,1,if I stop moving my mind exaggerates it and I start to de-animate into stone,1376
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,3,2,These two words embody far more meaning then I can write out. His tone is interpreted now with every scenario I can imagine.,1376
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,2,0,I’m distinctly aware she is not part of the trip.,1378
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,2,1,the more of reality I begin to remember.,1378
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,0,"She doesn’t look impressed, but her baby is still paying attention. So I throw on some faster techno to see if I can make her smile.",1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,1,"At this point, my mind is accepting both imagination and sensory information as fact",1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,2,I become very light but am easily blown across the room!,1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,3,"I proceed to be a tree, a mushroom, a French Informant, a paratrooper, my shadow…",1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,4,The variance in life and light instantly suggest to me that outside is after life.,1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,6,5,I am now Humpty Dumpty.,1379
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,2,0,"She doesn’t look impressed, but her baby is still paying attention. So I throw on some faster techno to see if I can make her smile.",1387
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,domain-specific_violation_psychological_projection,Domain-specific violation | Psychological projection,Domain-specific violation,Psychological projection,,2,1,they’re much more pleased with my efforts to entertain the sixth,1387
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,5,0,it feels like I’ve shifted upwards but it might be my excitement.,1389
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,5,1,dancing feels good alright,1389
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,5,2,The importance seems to be in the immense enjoyment in any task I undertake.,1389
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,5,3,Things are better,1389
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,5,4,"It was an incredible feeling to be coming down. Everything is new,",1389
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,1,0,The mood is worsening,1390
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,0,it feels like I’ve shifted upwards but it might be my excitement.,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,1,Now I feel another ‘shift’ upwards,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,2,"I feel like my hand can get very close to my heart, almost grasp it.",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,3,If I run up the stairs I feel light,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,4,If I run back down them I feel heavy,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,5,"If I sink into my bed a little, I continue to sink into it",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,6,I can push my skin around like puddy if I only feel it.,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,7,"If I state that everything wants to ‘fall to the right’, then I am pulled in that direction.",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,8,"If I state my hand is heavy, it drops down like a weight.",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,9,"I feel like my body is being split into two, but it’s such a pleasant affair, like I’m shedding a cocoon",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,10,I become very light but am easily blown across the room!,1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,own_body_distortion,Own body distortion,Own body distortion,,,12,11,"My shadow as I sit on the railing is ball shaped, so I mistake my own body to be ball shaped.",1395
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,insight_existential,Insight | Existential,Insight,Existential,,1,0,"I found actually, that in those matters I would be happier sober, with something being important because it has accumulated the history that makes it so, then to be unable to hold something in my life above something else.",1400
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,ego_dissolution_bodily_self,Ego dissolution | Bodily self,Ego dissolution,Bodily self,,1,0,if I stop moving my mind exaggerates it and I start to de-animate into stone,1403
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,ego_dissolution_core_self,Ego dissolution | Core self,Ego dissolution,Core self,,5,0,"I proceed to be a tree, a mushroom, a French Informant, a paratrooper, my shadow…",1404
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,ego_dissolution_core_self,Ego dissolution | Core self,Ego dissolution,Core self,,5,1,I am now Humpty Dumpty.,1404
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,2,0,"It was an incredible feeling to be coming down. Everything is new,",1405
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,2,1,everything was seen as if I was coming across it for the first time,1405
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,3,0,"I try to talk to him, but every word I say is influencing my reality, if I ask him to talk slowly, I start slowing down and so forth.",1406
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,3,1,"Time stops, until the track starts playing again.",1406
psilocybin,11-20,Francesco,Psilocybe_19,False,4 g,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,3,2,I feel like I am now running everything in reverse and returning to my original state of mind,1406
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,0,my vision was a bit distorted,1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,1,"I began to see more pronounced tracers from her lights,",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,2,the lights stayed in my vision for many seconds after I would stop moving them.,1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,3,"We ran so fast, the world seemed to just fly by us",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,4,marveled at the unusually large size of the empty parking lot,1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,5,"The stars appeared to me as a spacey purple color, and they twinkled like never before!",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,6,"I looked at two trees about 50 feet or so away from us, and noticed that they were moving a lot despite the still air. They looked to me like two people making out",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,7,"I could have sworn I pissed and shat all over them in my hurry. Upon later inspection, I found that my pants looked and smelled perfectly clean and I must have hallucinated that part.",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,8,"The houses we passed grew, shrank, melted and morphed for me",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,9,the guitar was bending and twisting and my fingers were growing and shrinking,1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,10,"The end of my nose grew longer, then swelled like it was being inflated, then returned back to normal.",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,11,"All three of us thought we looked incredibly filthy,",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,13,12,"We kept turning the lights on and off every now and then, and when someone would do so, I wouldn't notice until maybe a minute later, when suddenly the light would fade in or out slowly.",1413
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,0,it felt as if the ground were bending slightly under my weight and pushing me back up for the next jump,1490
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,tactile_hallucination_inorganic_entity,Tactile hallucination | Inorganic entity,Tactile hallucination,Inorganic entity,,1,0,I felt a sort of electric jolt in my mouth whenever the taste felt strongest.,1493
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,1,0,"My legs didn't exist for a few moments as I floated up the road behind my brother and my friend,",1495
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,4,0,"The stars appeared to me as a spacey purple color, and they twinkled like never before!",1522
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,4,1,the absolute beauty of this night,1522
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,4,2,the beauty of the stars.,1522
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,4,3,the sun was shining beautifully in the mountains,1522
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_visual_other,Sensory delight | Visual | Other,Sensory delight,Visual,Other,1,0,marveled at the unusually large size of the empty parking lot,1524
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_auditory_music,Sensory delight | Auditory | Music,Sensory delight,Auditory,Music,1,0,"I was able to tune out the cd and play a guitar beautifully,",1527
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sensory_delight_haptic,Sensory delight | Haptic,Sensory delight,Haptic,,1,0,"I felt a sort of electric jolt in my mouth whenever the taste felt strongest. It seemed to come and go in waves, truly amazing.",1529
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,enhanced_mental_imagery,Enhanced mental imagery,Enhanced mental imagery,,,1,0,I imagined him squatting and shitting in the woods with R watching as if there were nothing unusual about such a scene,1532
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,0,We'd keep discussing the difference between the trip and reality until the trip climbed back into force again.,1534
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,1,"I could have sworn I pissed and shat all over them in my hurry. Upon later inspection, I found that my pants looked and smelled perfectly clean and I must have hallucinated that part.",1534
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_reality_lucid,Sense of reality | Lucid,Sense of reality,Lucid,,3,2,"Somehow we were reasonable enough not to go back to her house, as she was sleeping.",1534
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,1,0,I thought it was the spirits' method of drawing my attention to important details.,1535
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,amnesia,Amnesia,Amnesia,,,2,0,We often forgot that we were standing on a public road in front of houses after midnight,1540
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,amnesia,Amnesia,Amnesia,,,2,1,"Throughout most of the night, we even forgot her name",1540
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,0,Hopping felt more exhilerating and fun than doing so on a trampoline,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,1,Running was even more exciting,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,2,We all felt very happy,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,3,Everything was funny to us.,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,4,we marveled at the fact that we all saw the same distortion simultaneously.,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,5,The feeling was very spiritual and serene,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,6,The fit of laughter was the last straw,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,7,my friends were able to calm me down by reminding me of the beauty of the stars.,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,8,It all seemed so hilarious.,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,9,we were laughing hard at the fact that she probably knew we were on drugs.,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,10,"When she was out of sight, we burst into intense laughter.",1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,11,we found it impossibly amazing that so many things could happen in twenty minutes,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,13,12,we slowly enjoyed the walk home,1545
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,0,I began to worry that I might get frostbite and that worry manifested in the form of some paranoia.,1546
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,1,I complained about my stomach discomfort,1546
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,2,there are few things more unpleasant than wiping your ass with snow,1546
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,3,I felt like I had completely lost control of myself and began to panic.,1546
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,5,4,"I had a drag from it, which made me feel sick to my stomach",1546
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,own_body_distortion,Own body distortion,Own body distortion,,,1,0,"My legs didn't exist for a few moments as I floated up the road behind my brother and my friend,",1551
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,2,0,We were finishing each other's sentences constantly--one person would lose train of thought in mid-sentence and another would just pick up where he left off as if we all shared a mind. We came to call this the Unimind.,1558
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,2,1,"A great deal of inhibition was lost, we felt truly free from the confines of society.",1558
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,ego_dissolution_bodily_self,Ego dissolution | Bodily self,Ego dissolution,Bodily self,,1,0,all we had to do was sit there to feel connected to all things in existence.,1559
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,3,0,marveled at the unusually large size of the empty parking lot,1561
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,3,1,we found it impossibly amazing that so many things could happen in twenty minutes,1561
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,3,2,"This brought on revelation about my total change of perception, and utterly amazed me.",1561
psilocybin,11-20,Francesco,Psilocybe_20,False,2 g,sense_of_strangeness_and_enigma,Sense of strangeness and enigma,Sense of strangeness and enigma,,,1,0,We wanted to go knock on the door and meet the people who lived there because we 'knew' it was an important house,1562
